shipment_id,order_id,shipment_date,delivery_date,days_between_shipement_delivery,carrier,tracking_number,shipment_status,updated_at
823,823,2024-04-13,2024-04-14,1,UPS,TRK092014,Delivered,
913,913,2023-11-27,2023-11-28,1,UPS,TRK334403,Delivered,
934,934,2024-09-23,2024-09-24,1,UPS,TRK214422,Delivered,
1000,1000,2024-08-02,2024-08-03,1,UPS,TRK415278,Delivered,
1027,1027,2024-05-26,2024-05-27,1,UPS,TRK572131,Delivered,
1063,1063,2024-05-17,2024-05-18,1,UPS,TRK643364,Delivered,
1177,1177,2024-10-06,2024-10-07,1,UPS,TRK597365,Delivered,
1399,1399,2024-06-04,2024-06-05,1,UPS,TRK031832,Delivered,
1483,1483,2024-11-02,2024-11-03,1,UPS,TRK088558,Delivered,
1771,1771,2024-07-06,2024-07-07,1,UPS,TRK301297,Delivered,
1819,1819,2024-02-15,2024-02-16,1,UPS,TRK525571,Delivered,
1966,1966,2023-11-15,2023-11-16,1,UPS,TRK904356,Delivered,
2824,2824,2024-01-16,2024-01-17,1,UPS,TRK461847,Delivered,
3007,3007,2024-01-26,2024-01-27,1,UPS,TRK754917,Delivered,
3259,3259,2024-01-22,2024-01-23,1,UPS,TRK795203,Delivered,
3346,3346,2024-03-09,2024-03-10,1,UPS,TRK818423,Delivered,
3613,3613,2024-09-20,2024-09-21,1,UPS,TRK840613,Delivered,
3640,3640,2024-11-07,2024-11-08,1,UPS,TRK260619,Delivered,
3724,3724,2024-09-21,2024-09-22,1,UPS,TRK994328,Delivered,
3736,3736,2024-02-01,2024-02-02,1,UPS,TRK179822,Delivered,
3994,3994,2023-11-10,2023-11-11,1,UPS,TRK418670,Delivered,
4099,4099,2024-08-17,2024-08-18,1,UPS,TRK177537,Delivered,
4339,4339,2024-03-29,2024-03-30,1,UPS,TRK316490,Delivered,
4537,4537,2024-03-12,2024-03-13,1,UPS,TRK638778,Delivered,
4558,4558,2024-07-27,2024-07-28,1,UPS,TRK674609,Delivered,
4612,4612,2024-09-24,2024-09-25,1,UPS,TRK676385,Delivered,
4666,4666,2024-09-23,2024-09-24,1,UPS,TRK828044,Delivered,
4717,4717,2023-12-30,2023-12-31,1,UPS,TRK147294,Delivered,
4774,4774,2024-01-17,2024-01-18,1,UPS,TRK025694,Delivered,
4960,4960,2024-07-21,2024-07-22,1,UPS,TRK383789,Delivered,
5029,5029,2023-11-24,2023-11-25,1,UPS,TRK782709,Delivered,
5236,5236,2024-05-23,2024-05-24,1,UPS,TRK529865,Delivered,
5680,5680,2024-10-02,2024-10-03,1,UPS,TRK269384,Delivered,
5893,5893,2024-01-28,2024-01-29,1,UPS,TRK670302,Delivered,
5959,5959,2024-07-11,2024-07-12,1,UPS,TRK729906,Delivered,
6352,6352,2024-01-13,2024-01-14,1,UPS,TRK441571,Delivered,
6439,6439,2024-02-10,2024-02-11,1,UPS,TRK564215,Delivered,
6535,6535,2024-05-21,2024-05-22,1,UPS,TRK850029,Delivered,
6541,6541,2024-09-09,2024-09-10,1,UPS,TRK254140,Delivered,
6634,6634,2024-04-14,2024-04-15,1,UPS,TRK750192,Delivered,
6649,6649,2024-02-28,2024-02-29,1,UPS,TRK091170,Delivered,
6730,6730,2023-12-25,2023-12-26,1,UPS,TRK849400,Delivered,
7525,7525,2024-09-10,2024-09-11,1,UPS,TRK969033,Delivered,
7762,7762,2024-07-01,2024-07-02,1,UPS,TRK989964,Delivered,
7912,7912,2024-10-08,2024-10-09,1,UPS,TRK485444,Delivered,
8176,8176,2024-04-11,2024-04-12,1,UPS,TRK112701,Delivered,
8188,8188,2024-01-27,2024-01-28,1,UPS,TRK184266,Delivered,
8236,8236,2024-10-12,2024-10-13,1,UPS,TRK989471,Delivered,
8278,8278,2023-11-26,2023-11-27,1,UPS,TRK318817,Delivered,
8344,8344,2024-07-15,2024-07-16,1,UPS,TRK005827,Delivered,
8527,8527,2024-10-23,2024-10-24,1,UPS,TRK290662,Delivered,
8674,8674,2024-04-28,2024-04-29,1,UPS,TRK013159,Delivered,
8695,8695,2024-05-30,2024-05-31,1,UPS,TRK752029,Delivered,
8731,8731,2023-12-18,2023-12-19,1,UPS,TRK933180,Delivered,
8848,8848,2024-01-29,2024-01-30,1,UPS,TRK207724,Delivered,
8896,8896,2024-02-16,2024-02-17,1,UPS,TRK782303,Delivered,
9127,9127,2024-09-25,2024-09-26,1,UPS,TRK085581,Delivered,
9223,9223,2024-09-14,2024-09-15,1,UPS,TRK458671,Delivered,
9244,9244,2024-05-20,2024-05-21,1,UPS,TRK664926,Delivered,
9274,9274,2024-02-11,2024-02-12,1,UPS,TRK028800,Delivered,
9307,9307,2024-02-27,2024-02-28,1,UPS,TRK709065,Delivered,
9436,9436,2024-07-04,2024-07-05,1,UPS,TRK753336,Delivered,
9712,9712,2024-03-20,2024-03-21,1,UPS,TRK084100,Delivered,
9733,9733,2024-02-15,2024-02-16,1,UPS,TRK477118,Delivered,
9787,9787,2024-07-23,2024-07-24,1,UPS,TRK639234,Delivered,
9904,9904,2024-01-01,2024-01-02,1,UPS,TRK307332,Delivered,
10042,10042,2024-07-12,2024-07-13,1,UPS,TRK723903,Delivered,
10183,10183,2024-08-02,2024-08-03,1,UPS,TRK562415,Delivered,
10225,10225,2024-03-22,2024-03-23,1,UPS,TRK579994,Delivered,
10348,10348,2024-03-10,2024-03-11,1,UPS,TRK913687,Delivered,
10363,10363,2024-09-05,2024-09-06,1,UPS,TRK154352,Delivered,
10375,10375,2023-12-28,2023-12-29,1,UPS,TRK159411,Delivered,
10432,10432,2023-12-23,2023-12-24,1,UPS,TRK094858,Delivered,
10612,10612,2024-01-10,2024-01-11,1,UPS,TRK871504,Delivered,
10780,10780,2023-12-10,2023-12-11,1,UPS,TRK889708,Delivered,
10855,10855,2024-05-02,2024-05-03,1,UPS,TRK850207,Delivered,
10933,10933,2024-04-08,2024-04-09,1,UPS,TRK414730,Delivered,
11077,11077,2024-04-29,2024-04-30,1,UPS,TRK146604,Delivered,
11101,11101,2024-07-26,2024-07-27,1,UPS,TRK761494,Delivered,
11152,11152,2024-09-19,2024-09-20,1,UPS,TRK792097,Delivered,
11155,11155,2024-10-31,2024-11-01,1,UPS,TRK022649,Delivered,
11287,11287,2024-04-15,2024-04-16,1,UPS,TRK278258,Delivered,
11329,11329,2024-04-07,2024-04-08,1,UPS,TRK347381,Delivered,
11629,11629,2023-12-18,2023-12-19,1,UPS,TRK801333,Delivered,
11635,11635,2024-02-10,2024-02-11,1,UPS,TRK833990,Delivered,
11662,11662,2024-10-08,2024-10-09,1,UPS,TRK310273,Delivered,
11752,11752,2024-09-02,2024-09-03,1,UPS,TRK928614,Delivered,
11779,11779,2024-02-08,2024-02-09,1,UPS,TRK415324,Delivered,
12001,12001,2024-02-26,2024-02-27,1,UPS,TRK955164,Delivered,
12022,12022,2024-08-01,2024-08-02,1,UPS,TRK980957,Delivered,
12094,12094,2023-12-07,2023-12-08,1,UPS,TRK336677,Delivered,
12124,12124,2024-06-14,2024-06-15,1,UPS,TRK082608,Delivered,
12289,12289,2023-12-17,2023-12-18,1,UPS,TRK162700,Delivered,
12295,12295,2024-03-13,2024-03-14,1,UPS,TRK392956,Delivered,
12358,12358,2024-10-30,2024-10-31,1,UPS,TRK048357,Delivered,
12412,12412,2024-01-18,2024-01-19,1,UPS,TRK496877,Delivered,
12625,12625,2024-08-11,2024-08-12,1,UPS,TRK242605,Delivered,
12997,12997,2024-05-12,2024-05-13,1,UPS,TRK897722,Delivered,
13171,13171,2024-10-18,2024-10-19,1,UPS,TRK649542,Delivered,
13231,13231,2024-06-13,2024-06-14,1,UPS,TRK111284,Delivered,
13492,13492,2024-01-22,2024-01-23,1,UPS,TRK557407,Delivered,
13624,13624,2024-06-01,2024-06-02,1,UPS,TRK630196,Delivered,
13753,13753,2024-06-23,2024-06-24,1,UPS,TRK593809,Delivered,
13837,13837,2024-01-01,2024-01-02,1,UPS,TRK186410,Delivered,
13873,13873,2023-12-21,2023-12-22,1,UPS,TRK023024,Delivered,
14041,14041,2024-05-13,2024-05-14,1,UPS,TRK908902,Delivered,
14347,14347,2023-12-24,2023-12-25,1,UPS,TRK519115,Delivered,
14575,14575,2024-04-21,2024-04-22,1,UPS,TRK986777,Delivered,
14620,14620,2024-02-19,2024-02-20,1,UPS,TRK402024,Delivered,
14671,14671,2024-01-29,2024-01-30,1,UPS,TRK280334,Delivered,
14821,14821,2024-04-29,2024-04-30,1,UPS,TRK502944,Delivered,
14902,14902,2024-05-25,2024-05-26,1,UPS,TRK253976,Delivered,
14968,14968,2024-11-08,2024-11-09,1,UPS,TRK823596,Delivered,
16,16,2024-05-04,2024-05-10,6,UPS,TRK936117,Delivered,
169,169,2024-07-05,2024-07-11,6,UPS,TRK637398,Delivered,
178,178,2023-12-24,2023-12-30,6,UPS,TRK252081,Delivered,
271,271,2024-06-01,2024-06-07,6,UPS,TRK151164,Delivered,
280,280,2024-09-25,2024-10-01,6,UPS,TRK766771,Delivered,
346,346,2024-10-25,2024-10-31,6,UPS,TRK964826,Delivered,
361,361,2024-10-26,2024-11-01,6,UPS,TRK066115,Delivered,
520,520,2023-12-27,2024-01-02,6,UPS,TRK058639,Delivered,
571,571,2024-01-24,2024-01-30,6,UPS,TRK479274,Delivered,
622,622,2024-08-26,2024-09-01,6,UPS,TRK516645,Delivered,
793,793,2023-12-29,2024-01-04,6,UPS,TRK490592,Delivered,
796,796,2024-02-21,2024-02-27,6,UPS,TRK227276,Delivered,
814,814,2024-05-13,2024-05-19,6,UPS,TRK968370,Delivered,
883,883,2024-09-17,2024-09-23,6,UPS,TRK263650,Delivered,
1015,1015,2024-02-06,2024-02-12,6,UPS,TRK672622,Delivered,
1024,1024,2023-12-08,2023-12-14,6,UPS,TRK027894,Delivered,
1048,1048,2024-07-22,2024-07-28,6,UPS,TRK162615,Delivered,
1168,1168,2024-10-07,2024-10-13,6,UPS,TRK962593,Delivered,
1171,1171,2023-11-29,2023-12-05,6,UPS,TRK936246,Delivered,
1186,1186,2024-04-15,2024-04-21,6,UPS,TRK200434,Delivered,
1267,1267,2024-03-09,2024-03-15,6,UPS,TRK222760,Delivered,
1297,1297,2024-02-22,2024-02-28,6,UPS,TRK406110,Delivered,
1393,1393,2024-01-04,2024-01-10,6,UPS,TRK322730,Delivered,
1465,1465,2024-07-09,2024-07-15,6,UPS,TRK513211,Delivered,
1561,1561,2024-10-21,2024-10-27,6,UPS,TRK553738,Delivered,
1567,1567,2024-04-12,2024-04-18,6,UPS,TRK039522,Delivered,
1582,1582,2024-07-14,2024-07-20,6,UPS,TRK247476,Delivered,
1678,1678,2024-02-08,2024-02-14,6,UPS,TRK431013,Delivered,
1774,1774,2024-10-14,2024-10-20,6,UPS,TRK561311,Delivered,
1816,1816,2024-07-22,2024-07-28,6,UPS,TRK807420,Delivered,
1879,1879,2024-07-15,2024-07-21,6,UPS,TRK769280,Delivered,
1987,1987,2024-06-17,2024-06-23,6,UPS,TRK753692,Delivered,
1993,1993,2024-09-03,2024-09-09,6,UPS,TRK151617,Delivered,
2041,2041,2023-11-22,2023-11-28,6,UPS,TRK552969,Delivered,
2065,2065,2024-09-26,2024-10-02,6,UPS,TRK748858,Delivered,
2101,2101,2024-11-03,2024-11-09,6,UPS,TRK888718,Delivered,
2230,2230,2024-09-18,2024-09-24,6,UPS,TRK326058,Delivered,
2242,2242,2023-12-19,2023-12-25,6,UPS,TRK456225,Delivered,
2260,2260,2024-03-31,2024-04-06,6,UPS,TRK161591,Delivered,
2275,2275,2024-09-25,2024-10-01,6,UPS,TRK070778,Delivered,
2287,2287,2024-06-16,2024-06-22,6,UPS,TRK134627,Delivered,
2329,2329,2024-05-24,2024-05-30,6,UPS,TRK700619,Delivered,
2338,2338,2024-10-20,2024-10-26,6,UPS,TRK502343,Delivered,
2377,2377,2024-01-01,2024-01-07,6,UPS,TRK382554,Delivered,
2392,2392,2024-03-08,2024-03-14,6,UPS,TRK622351,Delivered,
2410,2410,2024-06-19,2024-06-25,6,UPS,TRK524947,Delivered,
2413,2413,2024-07-19,2024-07-25,6,UPS,TRK189367,Delivered,
2422,2422,2024-02-25,2024-03-02,6,UPS,TRK500278,Delivered,
2431,2431,2024-07-18,2024-07-24,6,UPS,TRK234344,Delivered,
2455,2455,2024-07-25,2024-07-31,6,UPS,TRK151561,Delivered,
2584,2584,2024-10-27,2024-11-02,6,UPS,TRK322254,Delivered,
2626,2626,2024-02-19,2024-02-25,6,UPS,TRK427526,Delivered,
2722,2722,2024-07-04,2024-07-10,6,UPS,TRK779372,Delivered,
2764,2764,2024-02-25,2024-03-02,6,UPS,TRK569032,Delivered,
2815,2815,2024-10-20,2024-10-26,6,UPS,TRK954140,Delivered,
2857,2857,2024-08-16,2024-08-22,6,UPS,TRK053387,Delivered,
2896,2896,2023-12-06,2023-12-12,6,UPS,TRK177922,Delivered,
2944,2944,2024-03-08,2024-03-14,6,UPS,TRK713747,Delivered,
2965,2965,2024-10-18,2024-10-24,6,UPS,TRK184119,Delivered,
2971,2971,2024-09-13,2024-09-19,6,UPS,TRK051432,Delivered,
2974,2974,2024-02-19,2024-02-25,6,UPS,TRK924643,Delivered,
3079,3079,2024-08-18,2024-08-24,6,UPS,TRK454450,Delivered,
3100,3100,2024-02-01,2024-02-07,6,UPS,TRK803877,Delivered,
3124,3124,2024-11-01,2024-11-07,6,UPS,TRK672528,Delivered,
3166,3166,2023-12-14,2023-12-20,6,UPS,TRK485199,Delivered,
3262,3262,2024-04-15,2024-04-21,6,UPS,TRK836959,Delivered,
3334,3334,2024-11-06,2024-11-12,6,UPS,TRK886038,Delivered,
3388,3388,2024-05-07,2024-05-13,6,UPS,TRK632915,Delivered,
3496,3496,2023-12-28,2024-01-03,6,UPS,TRK138131,Delivered,
3499,3499,2024-05-14,2024-05-20,6,UPS,TRK573425,Delivered,
3550,3550,2024-10-11,2024-10-17,6,UPS,TRK742377,Delivered,
3682,3682,2024-03-18,2024-03-24,6,UPS,TRK959347,Delivered,
3691,3691,2024-08-06,2024-08-12,6,UPS,TRK402624,Delivered,
3745,3745,2024-05-21,2024-05-27,6,UPS,TRK558385,Delivered,
3760,3760,2024-01-05,2024-01-11,6,UPS,TRK288824,Delivered,
3781,3781,2024-06-26,2024-07-02,6,UPS,TRK801003,Delivered,
3856,3856,2024-10-15,2024-10-21,6,UPS,TRK927452,Delivered,
3874,3874,2024-10-03,2024-10-09,6,UPS,TRK051858,Delivered,
3880,3880,2024-04-06,2024-04-12,6,UPS,TRK989866,Delivered,
3931,3931,2024-03-18,2024-03-24,6,UPS,TRK746707,Delivered,
3970,3970,2024-10-11,2024-10-17,6,UPS,TRK056519,Delivered,
4045,4045,2023-11-21,2023-11-27,6,UPS,TRK870465,Delivered,
4255,4255,2024-01-10,2024-01-16,6,UPS,TRK320613,Delivered,
4282,4282,2024-07-24,2024-07-30,6,UPS,TRK378587,Delivered,
4354,4354,2024-08-18,2024-08-24,6,UPS,TRK572573,Delivered,
4360,4360,2023-12-20,2023-12-26,6,UPS,TRK226100,Delivered,
4378,4378,2023-11-22,2023-11-28,6,UPS,TRK317381,Delivered,
4441,4441,2024-09-18,2024-09-24,6,UPS,TRK142310,Delivered,
4498,4498,2024-10-19,2024-10-25,6,UPS,TRK871371,Delivered,
4519,4519,2023-11-30,2023-12-06,6,UPS,TRK948236,Delivered,
4594,4594,2024-09-01,2024-09-07,6,UPS,TRK460763,Delivered,
4600,4600,2024-01-02,2024-01-08,6,UPS,TRK857969,Delivered,
4618,4618,2024-05-18,2024-05-24,6,UPS,TRK948970,Delivered,
4633,4633,2024-09-23,2024-09-29,6,UPS,TRK474919,Delivered,
4732,4732,2024-08-02,2024-08-08,6,UPS,TRK808152,Delivered,
4747,4747,2024-07-27,2024-08-02,6,UPS,TRK907079,Delivered,
4789,4789,2024-01-14,2024-01-20,6,UPS,TRK669447,Delivered,
4864,4864,2024-02-29,2024-03-06,6,UPS,TRK004664,Delivered,
4915,4915,2024-05-13,2024-05-19,6,UPS,TRK732011,Delivered,
5002,5002,2024-06-22,2024-06-28,6,UPS,TRK715598,Delivered,
5047,5047,2024-02-11,2024-02-17,6,UPS,TRK757196,Delivered,
5059,5059,2024-09-15,2024-09-21,6,UPS,TRK669093,Delivered,
5119,5119,2024-04-16,2024-04-22,6,UPS,TRK407624,Delivered,
5170,5170,2024-06-21,2024-06-27,6,UPS,TRK723543,Delivered,
5284,5284,2024-10-18,2024-10-24,6,UPS,TRK116660,Delivered,
5362,5362,2024-11-06,2024-11-12,6,UPS,TRK828949,Delivered,
5368,5368,2024-08-20,2024-08-26,6,UPS,TRK602722,Delivered,
5440,5440,2024-09-04,2024-09-10,6,UPS,TRK854500,Delivered,
5479,5479,2023-12-27,2024-01-02,6,UPS,TRK848707,Delivered,
5533,5533,2023-12-05,2023-12-11,6,UPS,TRK213140,Delivered,
5542,5542,2024-04-28,2024-05-04,6,UPS,TRK137332,Delivered,
5662,5662,2024-04-04,2024-04-10,6,UPS,TRK883792,Delivered,
5728,5728,2024-07-25,2024-07-31,6,UPS,TRK845769,Delivered,
5800,5800,2024-03-30,2024-04-05,6,UPS,TRK454727,Delivered,
5803,5803,2024-08-18,2024-08-24,6,UPS,TRK708173,Delivered,
5968,5968,2024-03-14,2024-03-20,6,UPS,TRK306586,Delivered,
6001,6001,2024-05-17,2024-05-23,6,UPS,TRK578012,Delivered,
6112,6112,2024-10-15,2024-10-21,6,UPS,TRK567996,Delivered,
6151,6151,2024-05-12,2024-05-18,6,UPS,TRK427431,Delivered,
6184,6184,2024-08-20,2024-08-26,6,UPS,TRK128476,Delivered,
6202,6202,2024-10-19,2024-10-25,6,UPS,TRK929602,Delivered,
6232,6232,2024-05-02,2024-05-08,6,UPS,TRK655167,Delivered,
6235,6235,2024-06-30,2024-07-06,6,UPS,TRK518000,Delivered,
6307,6307,2024-06-10,2024-06-16,6,UPS,TRK085134,Delivered,
6325,6325,2024-01-03,2024-01-09,6,UPS,TRK156958,Delivered,
6337,6337,2024-05-30,2024-06-05,6,UPS,TRK533488,Delivered,
6367,6367,2024-02-07,2024-02-13,6,UPS,TRK587389,Delivered,
6394,6394,2024-01-05,2024-01-11,6,UPS,TRK994676,Delivered,
6421,6421,2024-06-30,2024-07-06,6,UPS,TRK079271,Delivered,
6442,6442,2024-07-15,2024-07-21,6,UPS,TRK066425,Delivered,
6466,6466,2023-12-28,2024-01-03,6,UPS,TRK947381,Delivered,
6526,6526,2024-08-22,2024-08-28,6,UPS,TRK246304,Delivered,
6553,6553,2023-12-19,2023-12-25,6,UPS,TRK949158,Delivered,
6589,6589,2023-12-10,2023-12-16,6,UPS,TRK887181,Delivered,
6592,6592,2024-06-14,2024-06-20,6,UPS,TRK593444,Delivered,
6619,6619,2024-01-27,2024-02-02,6,UPS,TRK209890,Delivered,
6628,6628,2024-09-11,2024-09-17,6,UPS,TRK708054,Delivered,
6685,6685,2024-07-19,2024-07-25,6,UPS,TRK872069,Delivered,
6754,6754,2024-05-04,2024-05-10,6,UPS,TRK497328,Delivered,
6808,6808,2024-07-24,2024-07-30,6,UPS,TRK931262,Delivered,
6817,6817,2024-04-14,2024-04-20,6,UPS,TRK590065,Delivered,
6898,6898,2024-01-11,2024-01-17,6,UPS,TRK450421,Delivered,
6949,6949,2024-01-14,2024-01-20,6,UPS,TRK335414,Delivered,
7012,7012,2024-05-21,2024-05-27,6,UPS,TRK252273,Delivered,
7144,7144,2024-05-01,2024-05-07,6,UPS,TRK973217,Delivered,
7168,7168,2023-11-14,2023-11-20,6,UPS,TRK115050,Delivered,
7255,7255,2024-04-18,2024-04-24,6,UPS,TRK044407,Delivered,
7363,7363,2024-08-22,2024-08-28,6,UPS,TRK701837,Delivered,
7372,7372,2024-01-17,2024-01-23,6,UPS,TRK177355,Delivered,
7393,7393,2024-05-18,2024-05-24,6,UPS,TRK025125,Delivered,
7444,7444,2024-09-16,2024-09-22,6,UPS,TRK274873,Delivered,
7489,7489,2023-11-08,2023-11-14,6,UPS,TRK668998,Delivered,
7495,7495,2024-07-29,2024-08-04,6,UPS,TRK896966,Delivered,
7618,7618,2024-08-24,2024-08-30,6,UPS,TRK395821,Delivered,
7624,7624,2024-09-07,2024-09-13,6,UPS,TRK747226,Delivered,
7708,7708,2024-09-13,2024-09-19,6,UPS,TRK739033,Delivered,
7723,7723,2024-06-16,2024-06-22,6,UPS,TRK195415,Delivered,
7816,7816,2024-05-23,2024-05-29,6,UPS,TRK602000,Delivered,
7903,7903,2024-02-02,2024-02-08,6,UPS,TRK951326,Delivered,
7933,7933,2024-03-15,2024-03-21,6,UPS,TRK353687,Delivered,
7960,7960,2024-09-28,2024-10-04,6,UPS,TRK283914,Delivered,
7978,7978,2024-10-08,2024-10-14,6,UPS,TRK362715,Delivered,
8008,8008,2023-12-05,2023-12-11,6,UPS,TRK831931,Delivered,
8080,8080,2023-12-18,2023-12-24,6,UPS,TRK078717,Delivered,
8209,8209,2024-10-21,2024-10-27,6,UPS,TRK558380,Delivered,
8311,8311,2024-02-08,2024-02-14,6,UPS,TRK279275,Delivered,
8392,8392,2024-01-12,2024-01-18,6,UPS,TRK571235,Delivered,
8470,8470,2023-12-09,2023-12-15,6,UPS,TRK441351,Delivered,
8476,8476,2024-08-12,2024-08-18,6,UPS,TRK957461,Delivered,
8518,8518,2024-07-19,2024-07-25,6,UPS,TRK450874,Delivered,
8566,8566,2024-05-20,2024-05-26,6,UPS,TRK043456,Delivered,
8686,8686,2024-01-03,2024-01-09,6,UPS,TRK755766,Delivered,
8719,8719,2024-01-20,2024-01-26,6,UPS,TRK297231,Delivered,
8776,8776,2024-04-02,2024-04-08,6,UPS,TRK039894,Delivered,
8788,8788,2024-02-05,2024-02-11,6,UPS,TRK054368,Delivered,
8803,8803,2023-12-01,2023-12-07,6,UPS,TRK031113,Delivered,
8866,8866,2024-05-26,2024-06-01,6,UPS,TRK715427,Delivered,
8947,8947,2024-01-05,2024-01-11,6,UPS,TRK252934,Delivered,
8968,8968,2024-09-08,2024-09-14,6,UPS,TRK374215,Delivered,
9076,9076,2024-05-28,2024-06-03,6,UPS,TRK081263,Delivered,
9124,9124,2024-08-23,2024-08-29,6,UPS,TRK748380,Delivered,
9238,9238,2024-07-23,2024-07-29,6,UPS,TRK355497,Delivered,
9247,9247,2023-11-08,2023-11-14,6,UPS,TRK223561,Delivered,
9322,9322,2024-02-05,2024-02-11,6,UPS,TRK886509,Delivered,
9334,9334,2024-07-05,2024-07-11,6,UPS,TRK845568,Delivered,
9388,9388,2024-04-24,2024-04-30,6,UPS,TRK235470,Delivered,
9433,9433,2024-09-01,2024-09-07,6,UPS,TRK817574,Delivered,
9466,9466,2023-12-12,2023-12-18,6,UPS,TRK988759,Delivered,
9469,9469,2024-02-04,2024-02-10,6,UPS,TRK783035,Delivered,
9493,9493,2024-06-26,2024-07-02,6,UPS,TRK126663,Delivered,
9544,9544,2024-08-16,2024-08-22,6,UPS,TRK305262,Delivered,
9652,9652,2024-01-13,2024-01-19,6,UPS,TRK583528,Delivered,
9688,9688,2024-04-02,2024-04-08,6,UPS,TRK423160,Delivered,
9997,9997,2024-06-19,2024-06-25,6,UPS,TRK810469,Delivered,
10009,10009,2024-02-18,2024-02-24,6,UPS,TRK473988,Delivered,
10135,10135,2024-06-23,2024-06-29,6,UPS,TRK039041,Delivered,
10147,10147,2024-08-22,2024-08-28,6,UPS,TRK770575,Delivered,
10150,10150,2023-12-07,2023-12-13,6,UPS,TRK441985,Delivered,
10159,10159,2023-11-20,2023-11-26,6,UPS,TRK986758,Delivered,
10327,10327,2024-04-19,2024-04-25,6,UPS,TRK344577,Delivered,
10459,10459,2023-12-14,2023-12-20,6,UPS,TRK198856,Delivered,
10492,10492,2024-08-17,2024-08-23,6,UPS,TRK393814,Delivered,
10546,10546,2024-03-18,2024-03-24,6,UPS,TRK167104,Delivered,
10825,10825,2024-02-03,2024-02-09,6,UPS,TRK238365,Delivered,
10861,10861,2024-09-10,2024-09-16,6,UPS,TRK317750,Delivered,
11035,11035,2024-05-04,2024-05-10,6,UPS,TRK280679,Delivered,
11107,11107,2024-01-31,2024-02-06,6,UPS,TRK076435,Delivered,
11182,11182,2023-12-28,2024-01-03,6,UPS,TRK704991,Delivered,
11245,11245,2024-10-18,2024-10-24,6,UPS,TRK627372,Delivered,
11248,11248,2024-08-28,2024-09-03,6,UPS,TRK887203,Delivered,
11392,11392,2024-07-21,2024-07-27,6,UPS,TRK329023,Delivered,
11575,11575,2024-07-30,2024-08-05,6,UPS,TRK266517,Delivered,
11611,11611,2024-01-22,2024-01-28,6,UPS,TRK239120,Delivered,
11656,11656,2024-07-08,2024-07-14,6,UPS,TRK990046,Delivered,
11734,11734,2024-01-17,2024-01-23,6,UPS,TRK294968,Delivered,
11788,11788,2024-06-27,2024-07-03,6,UPS,TRK574694,Delivered,
11833,11833,2024-07-10,2024-07-16,6,UPS,TRK480046,Delivered,
11926,11926,2023-11-25,2023-12-01,6,UPS,TRK244327,Delivered,
11986,11986,2024-04-25,2024-05-01,6,UPS,TRK429319,Delivered,
12088,12088,2024-03-22,2024-03-28,6,UPS,TRK789843,Delivered,
12148,12148,2024-06-27,2024-07-03,6,UPS,TRK333403,Delivered,
12175,12175,2024-04-14,2024-04-20,6,UPS,TRK024112,Delivered,
12511,12511,2024-01-07,2024-01-13,6,UPS,TRK264648,Delivered,
12697,12697,2024-07-01,2024-07-07,6,UPS,TRK181802,Delivered,
12754,12754,2024-07-18,2024-07-24,6,UPS,TRK067438,Delivered,
12760,12760,2024-05-06,2024-05-12,6,UPS,TRK854482,Delivered,
12820,12820,2024-04-24,2024-04-30,6,UPS,TRK963708,Delivered,
13054,13054,2024-05-10,2024-05-16,6,UPS,TRK405797,Delivered,
13285,13285,2023-11-16,2023-11-22,6,UPS,TRK939112,Delivered,
13309,13309,2023-11-11,2023-11-17,6,UPS,TRK013900,Delivered,
13480,13480,2024-06-12,2024-06-18,6,UPS,TRK721051,Delivered,
13807,13807,2024-07-06,2024-07-12,6,UPS,TRK800357,Delivered,
13825,13825,2024-01-17,2024-01-23,6,UPS,TRK314615,Delivered,
13834,13834,2024-02-01,2024-02-07,6,UPS,TRK168207,Delivered,
13951,13951,2024-06-18,2024-06-24,6,UPS,TRK776967,Delivered,
14005,14005,2024-09-12,2024-09-18,6,UPS,TRK389578,Delivered,
14098,14098,2024-08-21,2024-08-27,6,UPS,TRK908775,Delivered,
14113,14113,2024-02-05,2024-02-11,6,UPS,TRK089457,Delivered,
14143,14143,2024-10-20,2024-10-26,6,UPS,TRK610286,Delivered,
14212,14212,2024-06-02,2024-06-08,6,UPS,TRK655991,Delivered,
14224,14224,2024-08-10,2024-08-16,6,UPS,TRK709783,Delivered,
14239,14239,2024-06-06,2024-06-12,6,UPS,TRK798205,Delivered,
14278,14278,2023-12-10,2023-12-16,6,UPS,TRK494208,Delivered,
14356,14356,2024-09-03,2024-09-09,6,UPS,TRK352836,Delivered,
14491,14491,2024-05-20,2024-05-26,6,UPS,TRK100599,Delivered,
14686,14686,2023-11-21,2023-11-27,6,UPS,TRK384797,Delivered,
14695,14695,2024-09-10,2024-09-16,6,UPS,TRK345821,Delivered,
14830,14830,2024-05-03,2024-05-09,6,UPS,TRK189000,Delivered,
14851,14851,2024-06-03,2024-06-09,6,UPS,TRK238281,Delivered,
14950,14950,2024-05-11,2024-05-17,6,UPS,TRK608776,Delivered,
14983,14983,2023-12-02,2023-12-08,6,UPS,TRK123098,Delivered,
118,118,2024-09-02,2024-09-07,5,UPS,TRK974354,Delivered,
199,199,2024-06-25,2024-06-30,5,UPS,TRK622781,Delivered,
289,289,2024-08-16,2024-08-21,5,UPS,TRK329862,Delivered,
388,388,2024-01-25,2024-01-30,5,UPS,TRK614430,Delivered,
